timestamp;wind_speed;wind_direction;temperature;pressure;humidity
2026-08-18 03:30;8.0;95.3;25.2;1010.7;86.3
2026-08-18 03:40;8.26;94.1;25.0;1010.9;87.7
2026-08-18 03:50;7.75;93.9;25.0;1010.7;88.6
2026-08-18 04:00;7.38;97.3;24.9;1010.7;89.6
2026-08-18 04:10;6.72;96.2;25.0;1010.8;86.1
2026-08-18 04:20;6.87;96.2;25.2;1011.0;90.7
2026-08-18 04:30;6.23;96.5;25.1;1011.3;88.5
2026-08-18 04:40;6.67;95.2;25.0;1011.2;89.6
2026-08-18 04:50;6.96;95.1;25.2;1011.4;88.3
2026-08-18 05:00;6.33;94.1;25.2;1011.5;88.1
2026-08-18 05:10;6.02;94.9;25.5;1011.7;87.1
2026-08-18 05:20;6.15;97.2;25.7;1011.8;86.7
2026-08-18 05:30;5.92;98.9;25.8;1011.8;86.3
2026-08-18 05:40;5.8;97.3;25.7;1012.1;85.5
2026-08-18 05:50;6.36;96.1;25.7;1012.0;84.5
2026-08-18 06:00;6.83;96.5;25.9;1012.0;84.3
2026-08-18 06:10;7.44;95.5;25.6;1012.2;85.5
2026-08-18 06:20;6.55;96.2;25.6;1012.4;84.2
2026-08-18 06:30;6.42;94.6;25.5;1012.3;83.6
2026-08-18 06:40;6.11;91.7;25.4;1012.1;84.9
2026-08-18 06:50;5.98;89.9;25.5;1012.0;84.4
2026-08-18 07:00;5.96;94.4;25.6;1012.1;81.6
2026-08-18 07:10;5.87;90.2;25.6;1012.1;83.5
2026-08-18 07:20;6.28;88.9;25.8;1011.8;83.4
2026-08-18 07:30;6.62;91.2;25.9;1012.0;82.9
2026-08-18 07:40;6.56;86.0;26.1;1011.9;81.1
2026-08-18 07:50;7.25;90.0;26.2;1011.7;82.5
2026-08-18 08:00;7.06;88.4;26.4;1011.4;82.0
2026-08-18 08:10;7.35;94.0;26.5;1011.0;80.1
2026-08-18 08:20;7.45;95.4;26.6;1010.8;80.0
2026-08-18 08:30;7.92;99.3;26.9;1010.7;80.7
2026-08-18 08:40;8.67;102.2;27.0;1010.7;78.2
2026-08-18 08:50;8.01;104.3;26.9;1010.7;78.3
2026-08-18 09:00;7.87;104.6;26.8;1010.6;79.4
2026-08-18 09:10;7.89;102.7;27.0;1010.8;77.8
2026-08-18 09:20;8.45;104.5;26.7;1010.6;78.4
2026-08-18 09:30;8.78;104.7;26.9;1010.6;77.5
2026-08-18 09:40;8.43;101.7;27.0;1010.5;78.3
2026-08-18 09:50;8.13;103.6;27.2;1010.7;78.1
2026-08-18 10:00;8.26;104.8;27.3;1010.5;78.1
2026-08-18 10:10;9.01;108.8;27.4;1010.5;76.8
2026-08-18 10:20;8.98;109.5;27.5;1010.4;77.9
2026-08-18 10:30;9.02;108.8;27.7;1010.3;75.6
2026-08-18 10:40;8.97;105.4;27.7;1010.1;75.2
2026-08-18 10:50;8.46;106.9;27.9;1010.1;74.2
2026-08-18 11:00;8.67;102.0;27.8;1010.1;74.8
2026-08-18 11:10;8.66;99.5;27.9;1010.0;72.8
2026-08-18 11:20;8.83;99.0;28.2;1010.0;73.9
2026-08-18 11:30;8.98;97.0;28.1;1009.8;76.3
2026-08-18 11:40;8.53;96.6;28.1;1009.8;72.3
2026-08-18 11:50;7.8;94.5;28.1;1009.8;72.3
2026-08-18 12:00;7.65;95.2;28.1;1009.9;72.3
2026-08-18 12:10;7.89;92.4;28.3;1009.9;72.5
2026-08-18 12:20;8.16;92.3;28.4;1009.9;73.1
2026-08-18 12:30;8.66;93.7;28.4;1009.8;70.9
2026-08-18 12:40;8.62;94.8;28.4;1010.0;71.5
2026-08-18 12:50;7.85;93.8;28.2;1009.9;71.4
2026-08-18 13:00;7.74;93.2;28.3;1009.9;73.2
2026-08-18 13:10;8.41;90.8;28.6;1009.8;69.7
2026-08-18 13:20;9.15;86.1;28.8;1009.7;69.8
2026-08-18 13:30;9.11;90.5;28.8;1009.8;70.6
2026-08-18 13:40;9.04;88.9;28.9;1009.9;70.6
2026-08-18 13:50;8.68;88.2;29.0;1010.0;68.9
2026-08-18 14:00;8.76;87.0;29.0;1010.2;67.9
2026-08-18 14:10;9.33;87.9;29.0;1010.4;69.5
2026-08-18 14:20;9.67;90.8;29.0;1010.4;68.4
2026-08-18 14:30;9.24;89.2;29.1;1010.5;68.1
2026-08-18 14:40;8.97;90.1;29.2;1010.5;68.4
2026-08-18 14:50;8.92;87.7;29.4;1010.7;68.1
2026-08-18 15:00;9.04;89.1;29.4;1011.0;69.7
2026-08-18 15:10;9.13;90.1;29.6;1011.0;66.2
2026-08-18 15:20;9.56;86.6;29.8;1011.3;66.9
2026-08-18 15:30;9.58;90.6;29.7;1011.2;66.4
2026-08-18 15:40;9.47;88.2;29.7;1011.3;66.1
2026-08-18 15:50;10.16;85.1;29.6;1011.5;67.3
2026-08-18 16:00;10.28;84.0;29.5;1011.5;67.1
2026-08-18 16:10;10.43;83.2;29.6;1011.7;68.6
2026-08-18 16:20;10.72;85.2;29.7;1011.7;66.9
2026-08-18 16:30;9.84;85.9;29.6;1011.8;68.1
2026-08-18 16:40;9.24;83.7;29.6;1011.9;67.9
2026-08-18 16:50;8.78;83.9;29.4;1011.7;69.2
2026-08-18 17:00;8.31;82.8;29.2;1011.6;68.4
2026-08-18 17:10;8.25;85.1;29.3;1011.6;69.5
2026-08-18 17:20;8.84;86.0;29.3;1011.8;70.8
2026-08-18 17:30;9.18;89.7;29.4;1012.0;67.3
2026-08-18 17:40;8.74;89.2;29.2;1011.9;70.2
2026-08-18 17:50;8.52;89.9;29.1;1011.9;71.0
2026-08-18 18:00;8.69;90.0;29.3;1012.1;68.3
2026-08-18 18:10;9.31;88.1;29.3;1012.1;70.6
2026-08-18 18:20;8.83;88.6;29.3;1012.2;69.2
2026-08-18 18:30;9.29;86.5;29.4;1012.2;67.7
2026-08-18 18:40;9.46;86.6;29.3;1012.1;69.5
2026-08-18 18:50;8.82;89.9;29.1;1012.0;71.7
2026-08-18 19:00;9.1;90.8;29.2;1011.9;69.0
2026-08-18 19:10;9.45;91.8;29.1;1011.7;72.0
2026-08-18 19:20;9.65;87.9;29.1;1011.5;70.2
2026-08-18 19:30;9.11;86.0;28.9;1011.4;72.3
2026-08-18 19:40;9.22;86.9;29.0;1011.3;71.5
2026-08-18 19:50;9.41;90.2;29.0;1011.4;72.7
2026-08-18 20:00;9.8;85.4;29.0;1011.4;71.8
2026-08-18 20:10;9.48;84.1;28.9;1011.4;70.5
2026-08-18 20:20;9.5;82.5;28.7;1011.3;72.6
2026-08-18 20:30;9.14;80.6;28.6;1011.3;72.2
2026-08-18 20:40;8.73;80.1;28.5;1011.0;74.3
2026-08-18 20:50;8.37;86.1;28.3;1010.9;74.8
2026-08-18 21:00;8.01;87.4;28.4;1010.7;74.6
2026-08-18 21:10;7.84;86.8;28.4;1010.7;73.5
2026-08-18 21:20;8.54;88.8;28.3;1010.6;75.0
2026-08-18 21:30;8.19;89.0;28.1;1010.2;76.7
2026-08-18 21:40;8.28;90.6;28.0;1010.2;77.5
2026-08-18 21:50;8.44;90.4;28.2;1010.1;75.9
2026-08-18 22:00;9.15;87.7;27.9;1009.9;77.3
2026-08-18 22:10;9.31;88.7;27.6;1009.9;79.2
2026-08-18 22:20;9.14;88.1;27.5;1009.9;78.9
2026-08-18 22:30;8.58;87.0;27.3;1009.9;79.7
2026-08-18 22:40;8.47;87.1;27.0;1010.0;79.7
2026-08-18 22:50;8.47;88.9;26.8;1010.1;81.0
2026-08-18 23:00;8.42;89.4;26.6;1010.1;81.7
2026-08-18 23:10;8.8;88.2;26.5;1010.1;82.0
2026-08-18 23:20;8.2;87.1;26.6;1010.0;80.9
2026-08-18 23:30;8.45;82.5;26.2;1010.0;83.2
2026-08-18 23:40;8.47;80.4;26.2;1009.8;83.5
2026-08-18 23:50;7.7;80.1;26.2;1009.5;82.9
2026-08-19 00:00;8.02;83.5;25.9;1009.6;82.9
2026-08-19 00:10;7.4;86.8;26.0;1009.5;84.5
2026-08-19 00:20;7.68;86.8;26.2;1009.6;80.4
2026-08-19 00:30;7.53;84.7;26.1;1009.6;83.5
2026-08-19 00:40;7.06;87.5;26.0;1009.6;85.1
2026-08-19 00:50;7.38;89.8;25.8;1009.7;84.4
2026-08-19 01:00;7.85;88.8;25.5;1009.8;84.3
2026-08-19 01:10;7.7;88.1;25.4;1009.7;85.3
2026-08-19 01:20;7.3;87.1;25.5;1009.8;85.7
2026-08-19 01:30;7.83;83.8;25.5;1009.9;86.5
2026-08-19 01:40;8.03;82.2;25.5;1010.0;88.9
2026-08-19 01:50;7.81;85.1;25.5;1009.9;87.8
2026-08-19 02:00;7.3;80.1;25.6;1010.2;86.4
2026-08-19 02:10;7.17;83.9;25.5;1010.2;87.2
2026-08-19 02:20;6.64;82.7;25.3;1010.0;85.8
2026-08-19 02:30;7.19;80.5;25.2;1010.0;88.5
2026-08-19 02:40;7.18;81.9;25.1;1010.0;86.7
2026-08-19 02:50;7.51;82.1;25.2;1009.7;88.9
2026-08-19 03:00;7.25;87.1;25.0;1009.9;88.7
2026-08-19 03:10;6.86;89.0;24.9;1010.2;89.2
2026-08-19 03:20;7.08;87.2;24.9;1010.4;86.3
2026-08-19 03:30;6.84;89.2;24.7;1010.7;88.3
2026-08-19 03:40;6.91;86.5;24.7;1010.8;90.1
2026-08-19 03:50;7.3;89.3;24.8;1010.8;90.2
2026-08-19 04:00;6.52;88.2;24.8;1011.0;90.2
2026-08-19 04:10;6.35;84.5;24.8;1011.1;88.2
2026-08-19 04:20;6.77;84.3;24.6;1011.3;87.8
2026-08-19 04:30;7.26;85.2;24.5;1011.5;92.0
2026-08-19 04:40;6.14;87.5;24.6;1011.6;89.4
2026-08-19 04:50;6.17;86.1;24.8;1011.5;90.5
2026-08-19 05:00;6.63;83.8;24.8;1011.7;87.7
2026-08-19 05:10;6.33;83.4;24.9;1011.7;87.7
2026-08-19 05:20;6.35;83.5;24.8;1011.6;86.3
2026-08-19 05:30;5.65;80.3;24.8;1011.6;88.1
2026-08-19 05:40;5.16;78.9;24.7;1011.5;86.9
2026-08-19 05:50;5.38;76.8;24.7;1011.5;90.6
2026-08-19 06:00;4.53;78.4;24.8;1011.4;88.1
2026-08-19 06:10;4.59;77.2;24.9;1011.5;88.8
2026-08-19 06:20;4.33;81.6;24.9;1011.2;87.7
2026-08-19 06:30;4.33;80.5;25.1;1011.2;87.6
2026-08-19 06:40;4.35;83.2;25.2;1011.3;84.8
2026-08-19 06:50;4.8;84.0;25.5;1011.3;85.8
2026-08-19 07:00;4.51;83.8;25.5;1011.1;83.5
2026-08-19 07:10;4.55;84.4;25.5;1011.3;84.1
2026-08-19 07:20;4.93;84.9;25.5;1011.2;82.2
2026-08-19 07:30;5.04;84.2;25.5;1011.0;84.0
2026-08-19 07:40;4.35;86.9;25.5;1010.7;83.5
2026-08-19 07:50;4.85;86.2;25.5;1010.6;83.9
2026-08-19 08:00;4.3;86.8;25.5;1010.9;83.6
2026-08-19 08:10;4.35;89.6;25.6;1010.9;82.5
2026-08-19 08:20;5.26;88.7;25.8;1011.0;82.6
2026-08-19 08:30;5.46;90.5;25.9;1010.7;82.5
2026-08-19 08:40;5.26;89.2;25.9;1010.8;83.9
2026-08-19 08:50;6.61;89.6;25.9;1010.6;83.8
2026-08-19 09:00;6.1;89.4;26.0;1010.7;80.6
2026-08-19 09:10;6.78;92.8;26.0;1010.6;79.6
2026-08-19 09:20;6.92;92.6;25.9;1010.6;82.1
2026-08-19 09:30;6.4;89.7;25.9;1010.4;81.0
2026-08-19 09:40;6.26;88.0;26.1;1010.2;80.5
2026-08-19 09:50;6.47;89.7;26.3;1010.2;80.2
2026-08-19 10:00;7.15;92.9;26.2;1010.3;82.0
2026-08-19 10:10;6.91;93.1;26.4;1010.2;80.1
2026-08-19 10:20;6.75;96.3;26.4;1010.1;80.3
2026-08-19 10:30;7.72;95.2;26.7;1010.0;76.5
2026-08-19 10:40;7.36;92.6;26.8;1009.9;77.9
2026-08-19 10:50;7.99;93.8;27.2;1009.8;77.2
2026-08-19 11:00;8.19;97.4;27.3;1009.8;77.8
2026-08-19 11:10;7.91;97.1;27.4;1009.7;74.5
2026-08-19 11:20;8.72;96.6;27.7;1009.6;74.2
2026-08-19 11:30;9.03;96.1;27.7;1009.5;74.8
2026-08-19 11:40;8.69;96.3;27.5;1009.4;74.7
2026-08-19 11:50;8.45;94.1;27.5;1009.4;76.4
2026-08-19 12:00;7.87;93.7;27.7;1009.4;73.8
2026-08-19 12:10;7.75;93.9;27.8;1009.1;72.8
2026-08-19 12:20;7.02;96.9;28.0;1009.1;73.7
2026-08-19 12:30;8.2;95.5;28.3;1009.1;71.8
2026-08-19 12:40;7.78;94.3;28.3;1008.9;72.5
2026-08-19 12:50;7.74;95.4;28.3;1009.3;70.0
2026-08-19 13:00;7.44;97.0;28.6;1009.3;72.6
2026-08-19 13:10;7.18;99.7;28.7;1009.6;72.4
2026-08-19 13:20;7.07;105.9;28.6;1009.6;72.7
2026-08-19 13:30;6.93;103.6;28.7;1009.7;70.8
2026-08-19 13:40;6.8;103.4;28.8;1010.0;70.3
2026-08-19 13:50;6.47;102.8;28.7;1010.2;68.2
2026-08-19 14:00;6.94;99.8;29.0;1010.3;69.6
2026-08-19 14:10;7.34;98.7;29.1;1010.4;69.8
2026-08-19 14:20;7.51;92.9;29.0;1010.6;70.7
2026-08-19 14:30;7.69;92.8;29.0;1010.8;69.8
2026-08-19 14:40;7.39;94.4;29.2;1010.7;68.4
2026-08-19 14:50;7.73;96.0;29.1;1010.7;68.2
2026-08-19 15:00;8.01;96.8;29.2;1010.6;67.4
2026-08-19 15:10;8.36;93.9;29.2;1010.7;67.9
2026-08-19 15:20;8.42;97.6;29.2;1010.7;66.8
2026-08-19 15:30;8.67;99.8;29.3;1011.0;68.7
2026-08-19 15:40;8.14;99.2;29.4;1011.1;67.5
2026-08-19 15:50;8.18;99.5;29.5;1011.3;68.4
2026-08-19 16:00;8.41;96.8;29.3;1011.4;69.3
2026-08-19 16:10;8.61;97.8;29.1;1011.2;70.1
2026-08-19 16:20;8.61;94.5;29.3;1011.3;71.8
2026-08-19 16:30;9.15;95.1;29.2;1011.4;68.6
2026-08-19 16:40;8.5;97.0;29.3;1011.1;68.0
2026-08-19 16:50;8.18;98.8;29.2;1011.4;67.0
2026-08-19 17:00;7.77;100.7;29.1;1011.3;68.6
2026-08-19 17:10;7.54;101.2;29.3;1011.2;68.6
2026-08-19 17:20;7.66;100.7;29.3;1011.2;68.1
2026-08-19 17:30;7.28;96.0;29.2;1011.3;70.2
2026-08-19 17:40;7.25;100.8;29.2;1011.2;69.8
2026-08-19 17:50;6.97;100.6;28.9;1011.3;70.5
2026-08-19 18:00;7.21;100.3;28.7;1011.2;72.7
2026-08-19 18:10;7.54;98.3;28.8;1011.3;73.1
2026-08-19 18:20;8.09;98.7;28.7;1011.5;71.2
2026-08-19 18:30;7.75;95.5;28.6;1011.4;72.6
2026-08-19 18:40;8.19;97.8;28.6;1011.5;74.3
2026-08-19 18:50;8.58;100.8;28.4;1011.4;71.8
2026-08-19 19:00;7.42;100.3;28.5;1011.3;72.5
2026-08-19 19:10;7.14;98.5;28.5;1011.1;73.7
2026-08-19 19:20;6.43;98.7;28.4;1011.2;73.7
2026-08-19 19:30;5.72;92.8;28.3;1011.1;73.3
2026-08-19 19:40;5.96;94.3;28.0;1010.8;74.5
2026-08-19 19:50;6.01;93.9;28.0;1010.7;76.3
2026-08-19 20:00;5.52;91.0;28.0;1010.8;74.4
2026-08-19 20:10;5.22;86.7;28.0;1010.6;77.3
2026-08-19 20:20;6.46;87.7;28.0;1010.5;76.3
2026-08-19 20:30;6.59;88.2;28.1;1010.4;77.2
2026-08-19 20:40;6.01;87.3;27.9;1010.5;75.1
2026-08-19 20:50;6.43;85.1;27.8;1010.6;77.9
2026-08-19 21:00;5.76;86.5;27.8;1010.4;75.0
2026-08-19 21:10;6.21;87.3;27.8;1010.3;79.0
2026-08-19 21:20;5.95;86.6;27.7;1010.3;75.3
2026-08-19 21:30;6.64;83.9;27.6;1010.1;76.5
2026-08-19 21:40;7.19;79.5;27.4;1009.9;79.0
2026-08-19 21:50;7.85;82.4;27.4;1009.6;78.2
2026-08-19 22:00;7.21;82.4;27.3;1009.5;80.0
2026-08-19 22:10;6.38;81.5;27.0;1009.2;80.6
2026-08-19 22:20;6.53;85.9;27.1;1009.2;78.5
2026-08-19 22:30;7.01;85.1;26.8;1009.0;80.6
2026-08-19 22:40;7.54;86.0;26.9;1008.9;80.0
2026-08-19 22:50;8.63;90.7;26.8;1008.8;79.1
2026-08-19 23:00;8.63;90.5;26.7;1008.8;81.7
2026-08-19 23:10;8.93;91.6;26.5;1008.7;82.6
2026-08-19 23:20;8.27;93.5;26.5;1008.7;81.3
2026-08-19 23:30;7.38;91.2;26.2;1008.7;82.7
2026-08-19 23:40;6.93;93.5;26.1;1008.7;84.2
2026-08-19 23:50;7.34;90.2;26.1;1008.5;82.8
2026-08-20 00:00;7.7;92.3;26.1;1008.5;85.4
2026-08-20 00:10;6.94;92.0;26.0;1008.8;85.4
2026-08-20 00:20;7.34;90.8;26.1;1008.9;82.7
